WaveLength,Rrs_sim,Rrs_lid
2214.1,6.88383649,12.46926356
2216.6,6.914165254,12.51337662
2219,6.917530823,12.54501784
2221.4,6.881517388,12.5651716
2223.9,6.88069256,12.60904422
2226.3,6.884495165,12.65217965
2228.7,6.86868087,12.65923546
2231.1,6.824349884,12.69989553
2233.6,6.808037081,12.72696484
2236,6.783397424,12.76470742
2238.4,6.764768365,12.77518785
2240.8,6.719827933,12.71650146
2243.2,6.698695978,12.65487215
2245.6,6.710594668,12.61784952
2248,6.701546381,12.53964725
2250.4,6.618377434,12.43368815
2252.8,6.534935996,12.37103853
2255.2,6.526869669,12.33169844
2257.6,6.506962913,12.28579321
2260,6.423983665,12.18483382
2262.4,6.350697041,12.09618907
2264.8,6.294419251,12.00757018
2267.2,6.233647307,11.86694335
2269.6,6.186934441,11.75072441
2271.9,6.166725912,11.64204986
2274.3,6.146881786,11.5048364
2276.7,6.085251222,11.38687586
2279.1,6.034543221,11.27694759
2281.4,6.017819754,11.15981469
2283.8,6.021048151,11.02811325
2286.1,6.02952893,10.88479661
2288.5,6.020113544,10.73980707
2290.9,5.969379159,10.6357745
2293.2,5.901991744,10.47797529
2295.6,5.844946398,10.28397636
2297.9,5.815347923,10.1213186
2300.3,5.736746633,9.955608532
2302.6,5.625856062,9.835603136
2305,5.578473316,9.753910083
2307.3,5.585810976,9.780768933
2309.6,5.58339106,9.835315238
2312,5.610015312,9.918128336
2314.3,5.665384878,10.06327298
2316.6,5.671953766,10.13912674
2319,5.701106816,10.20397647
2321.3,5.727619523,10.25808304
2323.6,5.742015672,10.30354711
2325.9,5.732977789,10.29303635
2328.2,5.687964813,10.23734226
2330.6,5.657362796,10.18426463
2332.9,5.653444376,10.1622628
2335.2,5.625582169,10.06266106
2337.5,5.645858851,9.979395603
2339.8,5.608994252,9.830368466
2342.1,5.563717965,9.684990531
2344.4,5.47763552,9.617882052
2346.7,5.489814407,9.58854462
2349,5.532332156,9.420538676
2351.3,5.565457555,9.246386643
2353.6,5.569171411,9.261430094
2355.9,5.528983506,9.309065962
2358.1,5.489220186,9.382070125
2360.4,5.497009653,9.47293147
2362.7,5.507612906,9.551869796
2365,5.587044386,9.559109295
2367.2,5.572932942,9.548660538
2369.5,5.566921624,9.545834692
2371.8,5.535050898,9.582881131
2374,5.448895303,9.588200183
2376.3,5.452281549,9.60193329
2378.6,5.49107075,9.709331329
2380.8,5.531239821,9.800443203
2383.1,5.53099371,9.81633675
2385.3,5.578474648,9.816740808
2387.6,5.551807238,9.848521597
2389.8,5.479509653,9.952578758
2392.1,5.507182764,10.08404768
2394.3,5.556943855,10.18460782
2396.6,5.427323847,10.17997954
2398.8,5.42954258,10.28203232
2401,5.48616849,10.32012079
2403.2,5.493109145,10.31545568
2405.5,5.475894041,10.28580097
2407.7,5.454454229,10.3510948
2409.9,5.439813055,10.38716034
2412.1,5.431053099,10.44465899
2414.4,5.364884462,10.37851189
2416.6,5.281913028,10.15912152
2418.8,5.292452972,10.09000099
2421,5.305704665,10.06174342
2423.2,5.247902735,9.995961632
2425.4,5.214177189,10.0306629
2427.6,5.177853939,9.937076916
2429.8,5.237213077,9.839333532
2432,5.333412037,9.918311976
2434.2,5.282841192,9.845059297
2436.4,5.177893586,9.655793605
2438.6,5.139991041,9.603007652
2440.8,5.200584103,9.622849497
2443,5.21142595,9.658824083
2445.1,5.165660109,9.641322297
2447.3,5.096329784,9.460590096
2449.5,5.083193323,9.201693022
2451.7,5.019047142,9.071252341
2453.9,5.05835509,8.871707167
2456,5.081167758,8.552405101
2458.2,4.968423039,8.402816844
2460.4,4.944626792,8.365618584
2462.5,4.890610574,8.214326498
2464.7,4.826904696,8.07817249
2466.8,4.795125944,8.085882263
2469,4.801631851,8.18976954
2471.1,4.740251996,8.222240107
2473.3,4.881943779,8.111408306
2475.4,4.99618374,8.102135204
2477.6,4.993369382,8.114267251
2479.7,5.03978211,8.256664308
2481.9,4.918476256,8.334084767
2484,4.795810616,8.632459109
2486.1,4.825323297,8.889663708
2488.2,4.668402214,8.885737436
2490.4,4.656013707,9.100390428
2492.5,5.250296028,9.76899343
2494.6,5.382108286,9.918737026
2496.7,5.027582357,9.746960432
2498.9,5.043646705,9.76655531
2501,4.931959554,9.710341995
2503.1,4.785937849,9.694521431
2505.2,4.916548314,9.813891362
2507.3,4.809076417,10.00807795
2509.4,5.186910831,9.924954378
2511.5,5.718883227,10.43706572
2513.6,5.682614238,10.58141962
2515.7,5.323174113,9.34427686
